"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2016","3601024","INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL","New York","NEW YORK","Charter agency","811","","124","","",""
"2016","3601025","METROPOLITAN LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","474","","77","","",""
"2016","3601027","DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL","New York","BRONX","Charter agency","742","","77","","",""
"2016","3601028","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","New York","BROOKLYN","Charter agency","758","","45","","",""
"2016","3601029","BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","661","","88","","",""
"2016","3601030","HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN","New York","BROOKLYN","Charter agency","405","","35","","",""
"2016","3601031","IMAGINE ME LEADERSHIP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","224","","3","","",""
"2016","3601032","OCEAN HILL COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","324","","3","","",""
"2016","3601033","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","337","","5","","",""
"2016","3601034","ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","New York","JAMAICA","Charter agency","275","","","","",""
"2016","3601035","RIVERTON STREET CHARTER SCHOOL","New York","SAINT ALBANS","Charter agency","893","","9","","",""
"2016","3601036","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION","New York","NEW YORK","Charter agency","462","","55","","",""
"2016","3601037","STATEN ISLAND COMMUNITY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","","","","","",""
"2016","3601038","LEFFERTS GARDENS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","","","","","",""
"2016","3601039","SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","New York","NEW YORK","Charter agency","652","","18","","",""
"2016","3601040","TRUE NORTH ROCHESTER  PREP-WEST CAMP","New York","ROCHESTER","Charter agency","761","","9","","",""
"2016","3601041","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES","New York","BRONX","Charter agency","538","","59","","",""
"2016","3601042","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","409","","38","","",""
"2016","3601043","BROOME STREET ACADEMY CHARTER HIGH SCHOOL","New York","NEW YORK","Charter agency","318","","5","","",""
"2016","3601044","NEW YORK CITY MONTESSORI CHARTER SCHOOL","New York","BRONX","Charter agency","271","","58","","",""
"2016","3601046","DISCOVERY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","284","","6","","",""
"2016","3601047","NEW VISIONS CHARTER HS-ADV MATH/SCIE","New York","BRONX","Charter agency","485","","39","","",""
"2016","3601048","TEACHING FIRMS OF AMERICA PRO PREP","New York","BROOKLYN","Charter agency","427","","29","","",""
"2016","3601049","ICAHN CHARTER SCHOOL 5","New York","BRONX","Charter agency","287","","3","","",""
"2016","3601050","INVICTUS PREPARATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","266","","24","","",""
"2016","3601051","AMANI PUBLIC CHARTER SCHOOL","New York","MOUNT VERNON","Charter agency","343","","","","",""
"2016","3601052","EXPLORE EXCEL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","526","","20","","",""
"2016","3601053","ACADEMY OF THE CITY CHARTER SCHOOL","New York","WOODSIDE","Charter agency","412","","49","","",""
"2016","3601054","SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1","New York","BROOKLYN","Charter agency","565","","21","","",""
"2016","3601055","WEST BUFFALO CHARTER SCHOOL","New York","BUFFALO","Charter agency","349","","","","",""
"2016","3601056","CENTRAL QUEENS ACADEMY CHARTER SCHOOL","New York","ELMHURST","Charter agency","393","","38","","",""
"2016","3601057","ROADS CHARTER SCHOOL 1","New York","BROOKLYN","Charter agency","218","","9","","",""
"2016","3601058","EXPLORE EXCEED CHARTER SCHOOL","New York","BROOKLYN","Charter agency","492","","25","","",""
"2016","3601059","LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL","New York","BROOKLYN","Charter agency","321","","16","","",""
"2016","3601060","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL","New York","BROOKLYN","Charter agency","454","","23","","",""
"2016","3601061","NEW DAWN CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","321","","13","","",""
"2016","3601062","SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","New York","BROOKLYN","Charter agency","523","","42","","",""
"2016","3601063","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2","New York","BROOKLYN","Charter agency","366","","12","","",""
"2016","3601064","BEGINNING WITH CHILDREN CHARTER SCHOOL II","New York","BROOKLYN","Charter agency","298","","60","","",""
"2016","3601065","URBAN DOVE TEAM CHARTER SCHOOL","New York","BROOKLYN","Charter agency","260","","8","","",""
"2016","3601066","CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","413","","19","","",""
"2016","3601067","ROADS CHARTER SCHOOL II","New York","BRONX","Charter agency","198","","21","","",""
"2016","3601068","TECH INTERNATIONAL CHARTER SCHOOL","New York","BRONX","Charter agency","401","","53","","",""
"2016","3601069","ICAHN CHARTER SCHOOL 6","New York","BRONX","Charter agency","292","","11","","",""
"2016","3601070","FAMILY LIFE ACADEMY CHARTER SCHOOL II","New York","BRONX","Charter agency","291","","39","","",""
"2016","3601071","MOTT HALL CHARTER SCHOOL","New York","BRONX","Charter agency","292","","34","","",""
"2016","3601072","NEW VISIONS CHTR HS-ADV MA/SCI II","New York","BRONX","Charter agency","556","","55","","",""
"2016","3601073","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","New York","BRONX","Charter agency","463","","67","","",""
"2016","3601074","HEKETI COMMUNITY CHARTER SCHOOL","New York","BRONX","Charter agency","283","","64","","",""
"2016","3601075","KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","908","","117","","",""
"2016","3601076","GLOBAL COMMUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","441","","68","","",""
"2016","3601077","NEIGHBORHOOD CHARTER SCHOOL OF HARLEM","New York","NEW YORK","Charter agency","375","","23","","",""
"2016","3601078","DEMOCRACY PREP ENDURANCE CHARTER SCHOOL","New York","NEW YORK","Charter agency","555","","29","","",""
"2016","3601079","MANHATTAN CHARTER SCHOOL II","New York","NEW YORK","Charter agency","230","","16","","",""
"2016","3601080","YOUNG WOMEN'S COLLEGE PREP CHARTER SCHOOL OF ROCHESTER","New York","ROCHESTER","Charter agency","345","","14","","",""
"2016","3601081","ROCHESTER CAREER MENTORING CHARTER SCHOOL","New York","ROCHESTER","Charter agency","237","","4","","",""
"2016","3601082","MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL","New York","MIDDLE VILLAGE","Charter agency","378","","5","","",""
"2016","3601083","SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","New York","NEW YORK","Charter agency","454","","15","","",""
"2016","3601084","UTICA ACADEMY OF SCIENCE CHARTER SCHOOL","New York","UTICA","Charter agency","409","","53","","",""
"2016","3601085","GREAT OAKS CHARTER SCHOOL","New York","NEW YORK","Charter agency","209","","15","","",""
"2016","3601086","SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE","New York","BROOKLYN","Charter agency","375","","15","","",""
"2016","3601087","CENTRAL VALLEY CSD AT ILION-MOHAWK","New York","ILION","Regular local school district","2412","387","7","14526","2337","0.160884"
"2016","3601088","NEW VISIONS CHTR HS-ADV MA/SCI III","New York","BROOKLYN","Charter agency","451","","16","","",""
"2016","3601089","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","New York","BROOKLYN","Charter agency","390","","5","","",""
"2016","3601090","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II","New York","NEW YORK","Charter agency","264","","37","","",""
"2016","3601091","ICAHN CHARTER SCHOOL 7","New York","BRONX","Charter agency","196","","3","","",""
"2016","3601092","NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","324","","7","","",""
"2016","3601093","MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","472","","37","","",""
"2016","3601094","UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN","New York","BROOKLYN","Charter agency","387","","15","","",""
"2016","3601095","SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS","New York","BROOKLYN","Charter agency","417","","8","","",""
"2016","3601096","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3","New York","BRONX","Charter agency","429","","22","","",""
"2016","3601097","HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","332","","21","","",""
"2016","3601098","CITIZENS OF THE WORLD CHARTER SCHOOL NEW YORK 1","New York","BROOKLYN","Charter agency","319","","45","","",""
"2016","3601099","SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","New York","NEW YORK","Charter agency","428","","26","","",""
"2016","3601100","BROOKLYN URBAN GARDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","284","","10","","",""
"2016","3601101","CITIZENS OF THE WORLD CHARTER SCHOOL 2","New York","BROOKLYN","Charter agency","331","","5","","",""
"2016","3601102","CANARSIE ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","566","","4","","",""
"2016","3601103","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III","New York","BROOKLYN","Charter agency","386","","7","","",""
"2016","3601104","NEWBURGH PREPARATORY CHARTER HIGH SCHOOL","New York","NEWBURGH","Charter agency","65","","3","","",""
"2016","3601105","SOUTH BRONX CLASSICAL CHARTER SCHOOL II","New York","BRONX","Charter agency","283","","46","","",""
"2016","3601106","LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","674","","3","","",""
"2016","3601107","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD","New York","ST JOHNSVILLE","Regular local school district","785","148","","5867","916","0.156127"
"2016","3601108","BRILLA COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","437","","102","","",""
"2016","3601109","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","439","","13","","",""
"2016","3601110","SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS","New York","NEW YORK","Charter agency","379","","36","","",""
"2016","3601111","BROOKLYN LABORATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","448","","8","","",""
"2016","3601112","ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","335","","5","","",""
"2016","3601113","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS","New York","ROCHESTER","Charter agency","327","","","","",""
"2016","3601114","CENTRAL BROOKLYN ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","346","","11","","",""
"2016","3601115","BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK","New York","BRONX","Charter agency","254","","16","","",""
"2016","3601116","SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE","New York","ROSEDALE","Charter agency","383","","7","","",""
"2016","3601117","VERTUS CHARTER SCHOOL","New York","ROCHESTER","Charter agency","251","","","","",""
"2016","3601118","SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS","New York","SPRINGFIELD GARDENS","Charter agency","333","","6","","",""
"2016","3601119","AMERICAN DREAM CHARTER SCHOOL","New York","BRONX","Charter agency","245","","56","","",""
"2016","3601120","SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4","New York","BRONX","Charter agency","398","","18","","",""
"2016","3601121","COMPASS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","215","","3","","",""
"2016","3601122","SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST","New York","BROOKLYN","Charter agency","363","","55","","",""
"2016","3601123","SUCCESS ACADEMY CS - BERGEN BEACH","New York","BROOKLYN","Charter agency","387","","4","","",""
"2016","3601124","ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","304","","50","","",""
"2016","3601125","FAMILY LIFE ACADEMY CHARTER SCHOOL III","New York","BRONX","Charter agency","197","","40","","",""
"2016","3601126","PUC ACHIEVE CHARTER SCHOOL","New York","ROCHESTER","Charter agency","286","","6","","",""
"2016","3601127","BRONX CHARTER SCHOOL FOR BETTER LEARNING II","New York","BRONX","Charter agency","150","","7","","",""
"2016","3601128","FINN ACADEMY-AN ELMIRA CHARTER SCHOOL","New York","ELMIRA","Charter agency","249","","","","",""
"2016","3601129","ROSALYN YALOW CHARTER SCHOOL","New York","BRONX","Charter agency","247","","39","","",""
"2016","3601130","NEW VENTURES CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","82","","3","","",""
"2016","3601131","SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","226","","30","","",""
"2016","3601132","SOUTH BRONX CLASSICAL CHARTER SCHOOL III","New York","BRONX","Charter agency","162","","30","","",""
"2016","3601133","CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE","New York","BRONX","Charter agency","248","","11","","",""
"2016","3601134","INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE)","New York","BROOKLYN","Charter agency","211","","8","","",""
"2016","3601135","CHARTER SCHOOL OF INQUIRY","New York","BUFFALO","Charter agency","160","","","","",""
"2016","3601136","NEW VISIONS CHTR HS-ADV MA/SCI IV","New York","JAMAICA","Charter agency","255","","11","","",""
"2016","3601137","STOREFRONT ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","134","","25","","",""
"2016","3601138","ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOL","New York","BRONX","Charter agency","239","","33","","",""
"2016","3601139","SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL","New York","NEW YORK","Charter agency","105","","14","","",""
"2016","3601140","SUCCESS ACADEMY CHARTER SCHOOL-NYC 9","New York","BROOKLYN","Charter agency","109","","4","","",""
"2016","3601141","SUCCESS ACADEMY CHARTER SCHOOL-NYC 13","New York","JAMAICA","Charter agency","159","","","","",""
"2016","3601142","BRONX CHARTER SCHOOL FOR EXCELLENCE 2","New York","BRONX","Charter agency","110","","17","","",""
"2016","3601143","ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL","New York","BROOKLYN","Charter agency","67","","","","",""
"2016","3601144","CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL","New York","NEW YORK","Charter agency","166","","3","","",""
"2016","3601145","COLLEGIATE ACADEMY-MATH-PERSONAL AWA","New York","BROOKLYN","Charter agency","58","","3","","",""
"2016","3601146","SUCCESS ACADEMY CHARTER SCHOOL-NYC 10","New York","BROOKLYN","Charter agency","141","","22","","",""
"2016","3601147","SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL","New York","BRONX","Charter agency","107","","14","","",""
"2016","3601148","SUCCESS ACADEMY CHARTER SCHOOL-NYC 8","New York","BROOKLYN","Charter agency","157","","4","","",""
"2016","3601149","AMBER CHARTER SCHOOL II","New York","NEW YORK","Charter agency","131","","28","","",""
"2016","3601150","BROOKLYN PROSPECT CHARTER SCHOOL - DOWNTOWN","New York","BROOKLYN","Charter agency","95","","3","","",""
"2016","3601151","SUCCESS ACADEMY CHARTER SCHOOL-NYC 4","New York","FAR ROCKAWAY","Charter agency","155","","3","","",""
"2016","3601152","GROWING UP GREEN CHARTER SCHOOL II","New York","JAMAICA","Charter agency","184","","17","","",""
"2016","3601153","ROCHESTER PREP CHARTER SCHOOL 3","New York","ROCHESTER","Charter agency","90","","","","",""
"2016","3601154","NEW YORK CITY CHARTER SCHOOL OF THE ARTS","New York","NEW YORK","Charter agency","99","","3","","",""
"2016","3602300","ABBOTT UNION FREE SCHOOL DISTRICT","New York","IRVINGTON","Regular local school district","","","","","",""
"2016","3602310","GLENS FALLS COMMON SCHOOL DISTRICT","New York","GLENS FALLS","Regular local school district","157","38","3","2285","318","0.139168"
"2016","3602340","SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT","New York","ADAMS CENTER","Regular local school district","1936","311","5","11021","1933","0.175392"
"2016","3602370","ADDISON CENTRAL SCHOOL DISTRICT","New York","ADDISON","Regular local school district","1140","205","","6968","1270","0.182262"
"2016","3602400","AFTON CENTRAL SCHOOL DISTRICT","New York","AFTON","Regular local school district","536","105","3","3820","615","0.160995"
"2016","3602430","AKRON CENTRAL SCHOOL DISTRICT","New York","AKRON","Regular local school district","1394","218","3","9669","1549","0.160203"
"2016","3602460","ALBANY CITY SCHOOL DISTRICT","New York","ALBANY","Regular local school district","9788","1559","989","99332","11318","0.113941"
"2016","3602520","ALBION CENTRAL SCHOOL DISTRICT","New York","ALBION","Regular local school district","1933","253","52","14845","1994","0.134321"
"2016","3602550","ALDEN CENTRAL SCHOOL DISTRICT","New York","ALDEN","Regular local school district","1625","226","","14051","1867","0.132873"
"2016","3602580","ALEXANDER CENTRAL SCHOOL DISTRICT","New York","ALEXANDER","Regular local school district","848","95","5","5097","863","0.169315"
"2016","3602670","ALEXANDRIA CENTRAL SCHOOL DISTRICT","New York","ALEXANDRIA BAY","Regular local school district","568","103","3","3798","590","0.155345"
"2016","3602700","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT","New York","ALMOND","Regular local school district","633","80","","7165","604","0.0842987"
"2016","3602730","WINDSOR CENTRAL SCHOOL DISTRICT","New York","WINDSOR","Regular local school district","1698","224","5","10491","1839","0.175293"
"2016","3602820","ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT","New York","PARISH","Regular local school district","1238","219","","7170","1271","0.177266"
"2016","3602880","AMAGANSETT UNION FREE SCHOOL DISTRICT","New York","AMAGANSETT","Regular local school district","116","7","5","1364","165","0.120968"
