"year","leaid","lea_name","state_name","city_location","agency_type","enrollment"
"2016","3600073","ENTERPRISE CHARTER SCHOOL","New York","BUFFALO","Charter agency","402"
"2016","3600076","NEW YORK CITY GEOGRAPHIC DISTRICT # 1","New York","NEW YORK","Local school district that is a component of a supervisory union","11394"
"2016","3600077","NEW YORK CITY GEOGRAPHIC DISTRICT # 2","New York","NEW YORK","Local school district that is a component of a supervisory union","62602"
"2016","3600078","NEW YORK CITY GEOGRAPHIC DISTRICT # 3","New York","NEW YORK","Local school district that is a component of a supervisory union","21819"
"2016","3600079","NEW YORK CITY GEOGRAPHIC DISTRICT # 4","New York","NEW YORK","Local school district that is a component of a supervisory union","13314"
"2016","3600080","HARLEM VILLAGE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","980"
"2016","3600081","NEW YORK CITY GEOGRAPHIC DISTRICT # 5","New York","NEW YORK","Local school district that is a component of a supervisory union","12240"
"2016","3600082","KIPP STAR COLLEGE PREP CHARTER","New York","NEW YORK","Charter agency","815"
"2016","3600083","NEW YORK CITY GEOGRAPHIC DISTRICT # 6","New York","NEW YORK","Local school district that is a component of a supervisory union","22778"
"2016","3600084","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","New York","BRONX","Local school district that is a component of a supervisory union","19934"
"2016","3600085","NEW YORK CITY GEOGRAPHIC DISTRICT # 8","New York","BRONX","Local school district that is a component of a supervisory union","29202"
"2016","3600086","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","New York","BRONX","Local school district that is a component of a supervisory union","36668"
"2016","3600087","NEW YORK CITY GEOGRAPHIC DISTRICT #10","New York","BRONX","Local school district that is a component of a supervisory union","56751"
"2016","3600088","NEW YORK CITY GEOGRAPHIC DISTRICT #11","New York","BRONX","Local school district that is a component of a supervisory union","39945"
"2016","3600089","BRONX CHARTER SCHOOL FOR BETTER LEARNING","New York","BRONX","Charter agency","522"
"2016","3600090","NEW YORK CITY GEOGRAPHIC DISTRICT #12","New York","BRONX","Local school district that is a component of a supervisory union","24305"
"2016","3600091","NEW YORK CITY GEOGRAPHIC DISTRICT #13","New York","BROOKLYN","Local school district that is a component of a supervisory union","21183"
"2016","3600092","NEW YORK CITY GEOGRAPHIC DISTRICT #15","New York","BROOKLYN","Local school district that is a component of a supervisory union","31978"
"2016","3600094","NEW YORK CITY GEOGRAPHIC DISTRICT #16","New York","BROOKLYN","Local school district that is a component of a supervisory union","7327"
"2016","3600095","NEW YORK CITY GEOGRAPHIC DISTRICT #17","New York","BROOKLYN","Local school district that is a component of a supervisory union","22488"
"2016","3600096","NEW YORK CITY GEOGRAPHIC DISTRICT #18","New York","BROOKLYN","Local school district that is a component of a supervisory union","15979"
"2016","3600097","NEW YORK CITY GEOGRAPHIC DISTRICT #32","New York","BROOKLYN","Local school district that is a component of a supervisory union","12301"
"2016","3600098","NEW YORK CITY GEOGRAPHIC DISTRICT #24","New York","CORONA","Local school district that is a component of a supervisory union","60158"
"2016","3600099","NEW YORK CITY GEOGRAPHIC DISTRICT #26","New York","BAYSIDE","Local school district that is a component of a supervisory union","31968"
"2016","3600100","NEW YORK CITY GEOGRAPHIC DISTRICT #28","New York","JAMAICA","Local school district that is a component of a supervisory union","41721"
"2016","3600101","NEW YORK CITY GEOGRAPHIC DISTRICT #29","New York","QUEENS VILLAGE","Local school district that is a component of a supervisory union","27871"
"2016","3600102","NEW YORK CITY GEOGRAPHIC DISTRICT #30","New York","LONG ISLAND CITY","Local school district that is a component of a supervisory union","40364"
"2016","3600103","NEW YORK CITY GEOGRAPHIC DISTRICT #31","New York","STATEN ISLAND","Local school district that is a component of a supervisory union","62815"
"2016","3600104","SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL","New York","SYRACUSE","Charter agency","926"
"2016","3600105","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL","New York","BUFFALO","Charter agency","460"
"2016","3600106","WESTERN NEW YORK MARITIME CHARTER SCHOOL","New York","BUFFALO","Charter agency","411"
"2016","3600107","WESTMINSTER COMMUNITY CHARTER SCHOOL","New York","BUFFALO","Charter agency","551"
"2016","3600108","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","1138"
"2016","3600109","OPPORTUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","425"
"2016","3600110","BRONX CHARTER SCHOOL FOR CHILDREN (THE)","New York","BRONX","Charter agency","432"
"2016","3600111","BRONX LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","670"
"2016","3600112","GRAND CONCOURSE ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","545"
"2016","3600113","BRONX CHARTER SCHOOL FOR EXCELLENCE","New York","BRONX","Charter agency","801"
"2016","3600114","EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT","New York","BROOKLYN","Charter agency","779"
"2016","3600115","WILLIAMSBURG CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","956"
"2016","3600116","BROOKLYN EXCELSIOR CHARTER SCHOOL","New York","BROOKLYN","Charter agency","636"
"2016","3600118","PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL","New York","FAR ROCKAWAY","Charter agency","320"
"2016","3600119","NEW YORK CITY GEOGRAPHIC DISTRICT #14","New York","BROOKLYN","Local school district that is a component of a supervisory union","18699"
"2016","3600120","NEW YORK CITY GEOGRAPHIC DISTRICT #19","New York","BROOKLYN","Local school district that is a component of a supervisory union","23240"
"2016","3600121","NEW YORK CITY GEOGRAPHIC DISTRICT #23","New York","BROOKLYN","Local school district that is a component of a supervisory union","9777"
"2016","3600122","NEW YORK CITY GEOGRAPHIC DISTRICT #25","New York","FLUSHING","Local school district that is a component of a supervisory union","37312"
"2016","3600123","NEW YORK CITY GEOGRAPHIC DISTRICT #27","New York","OZONE PARK","Local school district that is a component of a supervisory union","45544"
"2016","3600124","CANISTEO-GREENWOOD CSD","New York","CANISTEO","Regular local school district","992"
"2016","3600125","EASTPORT-SOUTH MANOR CSD","New York","MANORVILLE","Regular local school district","3474"
"2016","3600126","NEW YORK STATE DEPARTMENT OF CORRECTIONS","New York","ALBANY","State-operated agency","1124"
"2016","3600127","NEW YORK STATE OFFICE MENTAL HEALTH (OMH)","New York","ALBANY","State-operated agency","281"
"2016","3600128","KIPP TECH VALLEY CHARTER SCHOOL","New York","ALBANY","Charter agency","415"
"2016","3600131","NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS)","New York","RENSSELAER","State-operated agency","311"
"2016","3600132","ORACLE CHARTER SCHOOL","New York","BUFFALO","Charter agency","357"
"2016","3600133","NEW YORK STATE SCHOOL FOR THE BLIND","New York","BATAVIA","State-operated agency","54"
"2016","3600134","URBAN CHOICE CHARTER SCHOOL","New York","ROCHESTER","Charter agency","397"
"2016","3600135","NYC SPECIAL SCHOOLS - DISTRICT 75","New York","NEW YORK","Local school district that is a component of a supervisory union","0"
"2016","3600136","GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK","New York","NEW YORK","Charter agency","631"
"2016","3600137","MANHATTAN CHARTER SCHOOL","New York","NEW YORK","Charter agency","271"
"2016","3600138","HARLEM LINK CHARTER SCHOOL","New York","NEW YORK","Charter agency","387"
"2016","3600139","FUTURE LEADERS INSTITUTE CHARTER SCHOOL","New York","NEW YORK","Charter agency","377"
"2016","3600140","HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL","New York","NEW YORK","Charter agency","994"
"2016","3600141","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL","New York","NEW YORK","Charter agency","955"
"2016","3600142","NEW YORK CENTER FOR AUTISM CHARTER SCHOOL","New York","NEW YORK","Charter agency","32"
"2016","3600143","KIPP INFINITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","1128"
"2016","3600144","SOUTH BRONX CHARTER SCHOOL","New York","BRONX","Charter agency","422"
"2016","3600145","WILLIAMSBURG COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","329"
"2016","3600146","HELLENIC CLASSICAL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","478"
"2016","3600147","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1025"
"2016","3600148","KIPP ALWAYS MENTALLY PREPARED CHARTER SCHOOL","New York","BROOKLYN","Charter agency","870"
"2016","3600149","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL","New York","BROOKLYN","Charter agency","839"
"2016","3600150","UFT CHARTER SCHOOL","New York","BROOKLYN","Charter agency","300"
"2016","3600151","NEW YORK CITY GEOGRAPHIC DISTRICT #20","New York","BROOKLYN","Local school district that is a component of a supervisory union","51935"
"2016","3600152","NEW YORK CITY GEOGRAPHIC DISTRICT #21","New York","BROOKLYN","Local school district that is a component of a supervisory union","35393"
"2016","3600153","NEW YORK CITY GEOGRAPHIC DISTRICT #22","New York","BROOKLYN","Local school district that is a component of a supervisory union","35457"
"2016","3600154","NEW YORK STATE SCHOOL FOR THE DEAF","New York","ROME","State-operated agency","48"
"2016","3600155","CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE","New York","YONKERS","Charter agency","699"
"2016","3600157","EXPLORE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","511"
"2016","3600158","DEMOCRACY PREPARATORY CHARTER SCHOOL","New York","NEW YORK","Charter agency","705"
"2016","3600159","COMMUNITY ROOTS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","474"
"2016","3600160","ELMWOOD VILLAGE CHARTER SCHOOL","New York","BUFFALO","Charter agency","399"
"2016","3600161","SOUTH BRONX CLASSICAL CHARTER SCHOOL","New York","BRONX","Charter agency","488"
"2016","3600162","ALBANY COMMUNITY CHARTER SCHOOL","New York","ALBANY","Charter agency","682"
"2016","3600163","INTERNATIONAL LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","367"
"2016","3600164","NIAGARA CHARTER SCHOOL","New York","NIAGARA FALLS","Charter agency","345"
"2016","3600165","HYDE LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","956"
"2016","3600166","ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1067"
"2016","3600167","NEW HEIGHTS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","749"
"2016","3600169","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1","New York","NEW YORK","Charter agency","1156"
"2016","3600170","ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1053"
"2016","3600172","LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1090"
"2016","3600173","TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","1003"
"2016","3600943","ICAHN CHARTER SCHOOL 2","New York","BRONX","Charter agency","323"
"2016","3600944","KINGS COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","433"
"2016","3600945","GREEN TECH HIGH CHARTER SCHOOL","New York","ALBANY","Charter agency","353"
"2016","3600946","HENRY JOHNSON CHARTER SCHOOL","New York","ALBANY","Charter agency","380"
"2016","3600947","NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES","New York","ALBANY","State-operated agency","7"
"2016","3600948","NORTHSIDE CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","401"
"2016","3600949","PAVE ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","481"
"2016","3600950","ROCHESTER ACADEMY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","361"
"2016","3600952","THE EQUITY PROJECT CHARTER SCHOOL","New York","NEW YORK","Charter agency","597"
"2016","3600953","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","New York","NEW YORK","Charter agency","633"
"2016","3600954","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","New York","NEW YORK","Charter agency","789"
"2016","3600955","ICAHN CHARTER SCHOOL 3","New York","BRONX","Charter agency","318"
"2016","3600956","BRONX ACADEMY OF PROMISE CHARTER SCHOOL","New York","BRONX","Charter agency","609"
"2016","3600957","VOICE CHARTER SCHOOL OF NEW YORK","New York","LONG ISLAND CITY","Charter agency","665"
"2016","3600958","ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","304"
"2016","3600959","NYC CHARTER HS - AECI","New York","BRONX","Charter agency","426"
"2016","3600960","MOTT HAVEN ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","304"
"2016","3600961","LA CIMA CHARTER SCHOOL","New York","BROOKLYN","Charter agency","380"
"2016","3600962","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","New York","NEW YORK","Charter agency","822"
"2016","3600963","UNIVERSITY PREP CHARTER HIGH SCHOOL","New York","BRONX","Charter agency","404"
"2016","3600964","DREAM CHARTER SCHOOL","New York","NEW YORK","Charter agency","497"
"2016","3600965","BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","345"
"2016","3600966","BROOKLYN ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1266"
"2016","3600967","BGLIG-SHIRLEY RODRIGUEZ-REMENESKI CS","New York","BRONX","Charter agency","433"
"2016","3600968","BRONX COMMUNITY CHARTER SCHOOL","New York","BRONX","Charter agency","464"
"2016","3600969","ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","932"
"2016","3600970","ALOMA D JOHNSON CHARTER SCHOOL","New York","BUFFALO","Charter agency","288"
"2016","3600984","BROWNSVILLE COLLEGIATE  CHARTER SCHOOL","New York","BROOKLYN","Charter agency","330"
"2016","3600986","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX","New York","BRONX","Charter agency","735"
"2016","3600987","GROWING UP GREEN CHARTER SCHOOL","New York","LONG ISLAND CITY","Charter agency","811"
"2016","3600988","EVERGREEN CHARTER SCHOOL","New York","HEMPSTEAD","Charter agency","376"
"2016","3600989","BROOKLYN SCHOLARS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","702"
"2016","3600990","NEW ROOTS CHARTER SCHOOL","New York","ITHACA","Charter agency","138"
"2016","3600991","BROOKLYN PROSPECT CHARTER SCHOOL","New York","BROOKLYN","Charter agency","998"
"2016","3600992","TRUE NORTH TROY PREPARATORY CHARTER SCHOOL","New York","TROY","Charter agency","529"
"2016","3600993","LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1039"
"2016","3600994","EXPLORE EMPOWER CHARTER SCHOOL","New York","BROOKLYN","Charter agency","514"
"2016","3600995","ICAHN CHARTER SCHOOL 4","New York","BRONX","Charter agency","316"
"2016","3600996","JOHN W LAVELLE PREPARATORY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","636"
"2016","3600997","ACADEMY CHARTER SCHOOL","New York","HEMPSTEAD","Charter agency","945"
"2016","3600998","SUMMIT ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","329"
"2016","3600999","FAHARI ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency",""
"2016","3601000","EXCELLENCE GIRLS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1336"
"2016","3601001","ACADEMIC LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","520"
"2016","3601002","BROWNSVILLE ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1017"
"2016","3601003","HEBREW LANGUAGE ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","612"
"2016","3601004","CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL","New York","BROOKLYN","Charter agency","932"
"2016","3601005","EQUALITY CHARTER SCHOOL","New York","BRONX","Charter agency","528"
"2016","3601006","ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS","New York","ALBANY","Charter agency","394"
"2016","3601008","UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN","New York","ROCHESTER","Charter agency","385"
"2016","3601009","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","New York","NEW YORK","Charter agency","678"
"2016","3601010","DEMOCRACY PREP HARLEM CHARTER SCHOOL","New York","NEW YORK","Charter agency","896"
"2016","3601011","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1","New York","BRONX","Charter agency","677"
"2016","3601012","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2","New York","BRONX","Charter agency","725"
"2016","3601013","NEW HOPE ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","401"
"2016","3601014","CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK","New York","BROOKLYN","Charter agency","277"
"2016","3601015","BROOKLYN DREAMS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","622"
"2016","3601016","LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","791"
"2016","3601017","BUSHWICK ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","790"
"2016","3601018","CHALLENGE PREPARATORY CHARTER SCHOOL","New York","FAR ROCKAWAY","Charter agency","684"
"2016","3601019","NEW WORLD PREPARATORY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","386"
"2016","3601022","HEALTH SCIENCES CHARTER SCHOOL","New York","BUFFALO","Charter agency","456"
"2016","3601023","NEW YORK FRENCH-AMERICAN CHARTER SCHOOL","New York","NEW YORK","Charter agency","254"
"2016","3601024","INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL","New York","NEW YORK","Charter agency","811"
"2016","3601025","METROPOLITAN LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","474"
"2016","3601027","DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL","New York","BRONX","Charter agency","742"
"2016","3601028","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","New York","BROOKLYN","Charter agency","758"
"2016","3601029","BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","661"
"2016","3601030","HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN","New York","BROOKLYN","Charter agency","405"
"2016","3601031","IMAGINE ME LEADERSHIP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","224"
"2016","3601032","OCEAN HILL COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","324"
"2016","3601033","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","337"
"2016","3601034","ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","New York","JAMAICA","Charter agency","275"
"2016","3601035","RIVERTON STREET CHARTER SCHOOL","New York","SAINT ALBANS","Charter agency","893"
"2016","3601036","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION","New York","NEW YORK","Charter agency","462"
"2016","3601037","STATEN ISLAND COMMUNITY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency",""
"2016","3601038","LEFFERTS GARDENS CHARTER SCHOOL","New York","BROOKLYN","Charter agency",""
"2016","3601039","SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","New York","NEW YORK","Charter agency","652"
"2016","3601040","TRUE NORTH ROCHESTER  PREP-WEST CAMP","New York","ROCHESTER","Charter agency","761"
"2016","3601041","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES","New York","BRONX","Charter agency","538"
"2016","3601042","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","409"
"2016","3601043","BROOME STREET ACADEMY CHARTER HIGH SCHOOL","New York","NEW YORK","Charter agency","318"
"2016","3601044","NEW YORK CITY MONTESSORI CHARTER SCHOOL","New York","BRONX","Charter agency","271"
"2016","3601046","DISCOVERY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","284"
"2016","3601047","NEW VISIONS CHARTER HS-ADV MATH/SCIE","New York","BRONX","Charter agency","485"
"2016","3601048","TEACHING FIRMS OF AMERICA PRO PREP","New York","BROOKLYN","Charter agency","427"
"2016","3601049","ICAHN CHARTER SCHOOL 5","New York","BRONX","Charter agency","287"
"2016","3601050","INVICTUS PREPARATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","266"
"2016","3601051","AMANI PUBLIC CHARTER SCHOOL","New York","MOUNT VERNON","Charter agency","343"
"2016","3601052","EXPLORE EXCEL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","526"
"2016","3601053","ACADEMY OF THE CITY CHARTER SCHOOL","New York","WOODSIDE","Charter agency","412"
"2016","3601054","SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1","New York","BROOKLYN","Charter agency","565"
"2016","3601055","WEST BUFFALO CHARTER SCHOOL","New York","BUFFALO","Charter agency","349"
"2016","3601056","CENTRAL QUEENS ACADEMY CHARTER SCHOOL","New York","ELMHURST","Charter agency","393"
"2016","3601057","ROADS CHARTER SCHOOL 1","New York","BROOKLYN","Charter agency","218"
"2016","3601058","EXPLORE EXCEED CHARTER SCHOOL","New York","BROOKLYN","Charter agency","492"
"2016","3601059","LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL","New York","BROOKLYN","Charter agency","321"
"2016","3601060","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL","New York","BROOKLYN","Charter agency","454"
"2016","3601061","NEW DAWN CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","321"
"2016","3601062","SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","New York","BROOKLYN","Charter agency","523"
"2016","3601063","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2","New York","BROOKLYN","Charter agency","366"
"2016","3601064","BEGINNING WITH CHILDREN CHARTER SCHOOL II","New York","BROOKLYN","Charter agency","298"
"2016","3601065","URBAN DOVE TEAM CHARTER SCHOOL","New York","BROOKLYN","Charter agency","260"
"2016","3601066","CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","413"
"2016","3601067","ROADS CHARTER SCHOOL II","New York","BRONX","Charter agency","198"
"2016","3601068","TECH INTERNATIONAL CHARTER SCHOOL","New York","BRONX","Charter agency","401"
"2016","3601069","ICAHN CHARTER SCHOOL 6","New York","BRONX","Charter agency","292"
"2016","3601070","FAMILY LIFE ACADEMY CHARTER SCHOOL II","New York","BRONX","Charter agency","291"
"2016","3601071","MOTT HALL CHARTER SCHOOL","New York","BRONX","Charter agency","292"
"2016","3601072","NEW VISIONS CHTR HS-ADV MA/SCI II","New York","BRONX","Charter agency","556"
"2016","3601073","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","New York","BRONX","Charter agency","463"
"2016","3601074","HEKETI COMMUNITY CHARTER SCHOOL","New York","BRONX","Charter agency","283"
"2016","3601075","KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","908"
"2016","3601076","GLOBAL COMMUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","441"
"2016","3601077","NEIGHBORHOOD CHARTER SCHOOL OF HARLEM","New York","NEW YORK","Charter agency","375"
"2016","3601078","DEMOCRACY PREP ENDURANCE CHARTER SCHOOL","New York","NEW YORK","Charter agency","555"
"2016","3601079","MANHATTAN CHARTER SCHOOL II","New York","NEW YORK","Charter agency","230"
"2016","3601080","YOUNG WOMEN'S COLLEGE PREP CHARTER SCHOOL OF ROCHESTER","New York","ROCHESTER","Charter agency","345"
"2016","3601081","ROCHESTER CAREER MENTORING CHARTER SCHOOL","New York","ROCHESTER","Charter agency","237"
"2016","3601082","MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL","New York","MIDDLE VILLAGE","Charter agency","378"
"2016","3601083","SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","New York","NEW YORK","Charter agency","454"
"2016","3601084","UTICA ACADEMY OF SCIENCE CHARTER SCHOOL","New York","UTICA","Charter agency","409"
"2016","3601085","GREAT OAKS CHARTER SCHOOL","New York","NEW YORK","Charter agency","209"
"2016","3601086","SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE","New York","BROOKLYN","Charter agency","375"
"2016","3601087","CENTRAL VALLEY CSD AT ILION-MOHAWK","New York","ILION","Regular local school district","2412"
"2016","3601088","NEW VISIONS CHTR HS-ADV MA/SCI III","New York","BROOKLYN","Charter agency","451"
"2016","3601089","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","New York","BROOKLYN","Charter agency","390"
"2016","3601090","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II","New York","NEW YORK","Charter agency","264"
"2016","3601091","ICAHN CHARTER SCHOOL 7","New York","BRONX","Charter agency","196"
"2016","3601092","NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","324"
"2016","3601093","MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","472"
"2016","3601094","UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN","New York","BROOKLYN","Charter agency","387"
"2016","3601095","SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS","New York","BROOKLYN","Charter agency","417"
"2016","3601096","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3","New York","BRONX","Charter agency","429"
"2016","3601097","HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","332"
"2016","3601098","CITIZENS OF THE WORLD CHARTER SCHOOL NEW YORK 1","New York","BROOKLYN","Charter agency","319"
"2016","3601099","SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","New York","NEW YORK","Charter agency","428"
"2016","3601100","BROOKLYN URBAN GARDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","284"
"2016","3601101","CITIZENS OF THE WORLD CHARTER SCHOOL 2","New York","BROOKLYN","Charter agency","331"
"2016","3601102","CANARSIE ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","566"
"2016","3601103","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III","New York","BROOKLYN","Charter agency","386"
"2016","3601104","NEWBURGH PREPARATORY CHARTER HIGH SCHOOL","New York","NEWBURGH","Charter agency","65"
"2016","3601105","SOUTH BRONX CLASSICAL CHARTER SCHOOL II","New York","BRONX","Charter agency","283"
"2016","3601106","LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","674"
"2016","3601107","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD","New York","ST JOHNSVILLE","Regular local school district","785"
"2016","3601108","BRILLA COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","437"
"2016","3601109","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","439"
"2016","3601110","SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS","New York","NEW YORK","Charter agency","379"
"2016","3601111","BROOKLYN LABORATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","448"
"2016","3601112","ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","335"
"2016","3601113","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS","New York","ROCHESTER","Charter agency","327"
"2016","3601114","CENTRAL BROOKLYN ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","346"
"2016","3601115","BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK","New York","BRONX","Charter agency","254"
